City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
270,huarmey,-10.0687,-78.1522,66.49,82,37,7.9,PE,Fri Aug  4 04:07:33 2023
271,vilyuchinsk,52.9318,158.4054,66.51,78,98,7.09,RU,Fri Aug  4 04:07:33 2023
272,muisne,0.6104,-80.0186,78.62,83,100,4.34,EC,Fri Aug  4 04:07:34 2023
273,gokwe,-18.225,28.9539,45.79,62,7,7.81,ZW,Fri Aug  4 04:07:34 2023
274,cherniakhiv,50.453,28.6657,66.33,79,46,3.13,UA,Fri Aug  4 04:07:34 2023
275,hobyo,5.3495,48.5264,77.59,74,74,23.51,SO,Fri Aug  4 04:07:35 2023
276,broken hill,-31.965,141.4511,73.89,29,44,26.53,AU,Fri Aug  4 03:59:11 2023
277,salalah,17.0175,54.1011,75.4,97,100,6.62,OM,Fri Aug  4 04:07:35 2023
278,mount isa,-20.729,139.4932,78.66,34,4,14.97,AU,Fri Aug  4 04:04:08 2023
279,eydhafushi,5.1026,73.0702,83.12,72,82,9.78,MV,Fri Aug  4 04:07:36 2023
280,sept-iles,50.211,-66.3791,59.43,86,100,10.36,CA,Fri Aug  4 04:07:36 2023
281,machico,32.7229,-16.7659,76.44,88,75,12.66,PT,Fri Aug  4 04:07:36 2023
282,honmachi,34.2453,132.5691,95.04,70,2,0.13,JP,Fri Aug  4 04:07:37 2023
283,bouarfa,32.5329,-1.9632,72.63,37,0,9.55,MA,Fri Aug  4 04:07:37 2023
284,magburaka,8.7228,-11.9492,72.07,99,99,1.9,SL,Fri Aug  4 04:07:37 2023
285,freetown,8.479,-13.268,76.19,87,100,4.54,SL,Fri Aug  4 04:07:38 2023
286,kenai,60.5544,-151.2583,60.89,82,100,14.97,US,Fri Aug  4 04:02:45 2023
287,hun,29.1246,15.9403,80.53,48,0,6.42,LY,Fri Aug  4 04:07:38 2023
288,mersing,2.4299,103.8355,87.96,62,49,7.02,MY,Fri Aug  4 04:07:39 2023
289,bagan,21.1317,94.8624,85.35,70,100,16.62,MM,Fri Aug  4 04:07:39 2023
290,newman,37.3139,-121.0204,73.74,65,0,1.99,US,Fri Aug  4 04:07:39 2023
291,chibougamau,49.9137,-74.3714,58.77,94,100,8.05,CA,Fri Aug  4 04:07:40 2023
292,papao,12.6919,-16.3792,77.79,92,99,3.24,SN,Fri Aug  4 04:07:40 2023
293,port blair,11.6645,92.739,87.22,70,40,16.11,IN,Fri Aug  4 04:07:40 2023
294,callao,-12.0523,-77.1391,68.22,77,40,10.36,PE,Fri Aug  4 04:07:41 2023
295,belmonte,39.5593,-2.7038,62.55,55,3,7.78,ES,Fri Aug  4 04:07:41 2023
296,klaksvik,62.2266,-6.5853,47.44,80,100,20.49,FO,Fri Aug  4 04:07:41 2023
297,gizo,29.9871,31.2118,77.76,60,0,6.42,EG,Fri Aug  4 04:07:42 2023
298,flekkefjord,58.2949,6.613,57.2,85,0,12.48,NO,Fri Aug  4 04:07:42 2023
299,puerto baquerizo moreno,-0.9026,-89.6102,75.79,84,100,9.22,EC,Fri Aug  4 04:07:42 2023
300,am timan,11.0396,20.2826,72.91,94,100,3.91,TD,Fri Aug  4 04:07:43 2023
301,olyokminsk,60.373,120.4388,80.91,26,1,9.89,RU,Fri Aug  4 04:07:43 2023
302,tatarsk,55.217,75.9622,76.37,61,95,5.82,RU,Fri Aug  4 04:07:43 2023
303,nuriootpa,-34.4693,138.9939,56.59,84,97,15.66,AU,Fri Aug  4 04:07:44 2023
304,sisimiut,66.9372,-53.6665,42.3,88,67,3.71,GL,Fri Aug  4 04:07:44 2023
305,naval,42.1948,0.1518,56.19,62,0,6.17,ES,Fri Aug  4 04:07:44 2023
306,igrim,63.1915,64.4243,78.03,55,45,5.95,RU,Fri Aug  4 04:07:45 2023
307,tuba city,36.1356,-111.2403,79.29,41,37,1.99,US,Fri Aug  4 04:07:45 2023
308,castillos,-34.2003,-53.8608,50.4,64,100,2.77,UY,Fri Aug  4 04:07:45 2023
309,ondjiva,-17.0705,15.728,55.67,42,3,3.51,AO,Fri Aug  4 04:07:45 2023
310,plastun,44.759,136.2864,60.31,95,100,4.88,RU,Fri Aug  4 04:07:46 2023
311,odienne,9.5044,-7.5619,70.0,97,67,3.02,CI,Fri Aug  4 04:07:46 2023
312,dourbali,8.3411,17.79,70.27,99,97,3.58,TD,Fri Aug  4 04:07:47 2023
313,belel,12.9057,1.5449,78.35,78,40,10.36,NE,Fri Aug  4 04:07:47 2023
314,praia da vitoria,38.7392,-27.1563,67.62,86,45,9.06,PT,Fri Aug  4 04:07:47 2023
315,dudinka,69.4061,86.1751,69.66,45,25,5.99,RU,Fri Aug  4 04:07:47 2023
316,al-`ula,26.5589,37.9597,84.63,11,0,3.91,SA,Fri Aug  4 04:07:48 2023
317,la rioja,-29.4127,-66.8559,59.76,50,0,3.71,AR,Fri Aug  4 04:07:48 2023
318,bismarck,46.8083,-100.7837,76.64,78,20,12.66,US,Fri Aug  4 04:07:48 2023
319,savelugu,9.6261,-0.8259,73.38,91,31,6.85,GH,Fri Aug  4 04:07:49 2023
320,banda aceh,5.5528,95.3193,87.06,62,89,10.58,ID,Fri Aug  4 04:07:49 2023
321,saskatoon,52.1318,-106.6608,75.43,60,40,13.8,CA,Fri Aug  4 04:04:22 2023
322,hilo,19.7074,-155.0816,78.46,82,75,8.05,US,Fri Aug  4 04:05:58 2023
323,padang,-0.9248,100.3633,87.84,74,20,4.61,ID,Fri Aug  4 04:07:50 2023
324,xiuyan,40.2877,123.2759,85.73,82,100,6.15,CN,Fri Aug  4 04:07:50 2023
325,mar del plata,-37.9977,-57.5483,48.04,60,27,4.0,AR,Fri Aug  4 04:07:51 2023
326,basco,40.3278,-91.2001,76.96,88,91,0.76,US,Fri Aug  4 04:07:51 2023
327,bakanas,44.8078,76.2746,93.47,15,0,7.02,KZ,Fri Aug  4 04:07:51 2023
328,segezha,63.7435,34.3107,61.54,95,100,11.12,RU,Fri Aug  4 04:07:51 2023
329,mahina,-17.558,-149.4694,72.59,69,75,5.75,PF,Fri Aug  4 04:07:52 2023
330,punta del este,-34.9632,-54.944,47.91,76,0,1.14,UY,Fri Aug  4 04:07:52 2023
331,batang,30.0101,99.1124,67.33,82,99,2.39,CN,Fri Aug  4 04:07:53 2023
332,yuzhno-kurilsk,44.0271,145.8614,74.26,77,78,14.27,RU,Fri Aug  4 04:07:53 2023
333,tofol,5.326,163.0087,82.18,89,75,3.44,FM,Fri Aug  4 04:07:53 2023
334,lubang,13.8593,120.1228,83.32,82,100,20.31,PH,Fri Aug  4 04:07:54 2023
335,carnarvon,-24.8826,113.6576,65.23,47,0,19.06,AU,Fri Aug  4 03:59:11 2023
336,bonga,-4.3485,35.7368,52.99,91,100,2.53,TZ,Fri Aug  4 04:07:54 2023
337,tostado,-29.2324,-61.7711,55.98,65,2,8.14,AR,Fri Aug  4 04:07:55 2023
338,nieuw amsterdam,40.7128,-74.006,73.99,65,100,14.0,US,Fri Aug  4 04:05:33 2023
339,luza,60.6303,47.2554,66.52,91,9,2.71,RU,Fri Aug  4 04:07:55 2023
340,chabahar,25.2935,60.6469,83.25,81,100,10.71,IR,Fri Aug  4 04:07:55 2023
341,nouadhibou,20.9127,-17.0503,69.73,88,29,12.66,MR,Fri Aug  4 04:07:56 2023
342,mount gambier,-37.8247,140.782,52.23,77,96,13.89,AU,Fri Aug  4 04:07:56 2023
343,myski,53.7139,87.8003,72.59,83,64,0.67,RU,Fri Aug  4 04:07:57 2023
344,muravlenko,63.7948,74.4969,79.39,38,24,19.15,RU,Fri Aug  4 04:07:57 2023
345,paracuru,-3.4144,-39.03,80.02,89,21,9.1,BR,Fri Aug  4 04:07:57 2023
346,iskateley,67.6762,53.1292,75.54,56,3,4.45,RU,Fri Aug  4 04:07:58 2023
347,ebano,22.2175,-98.3786,82.58,77,58,7.05,MX,Fri Aug  4 04:07:58 2023
348,happy valley-goose bay,53.2964,-60.3112,56.03,81,94,5.46,CA,Fri Aug  4 04:07:58 2023
349,ribeira grande,37.8225,-25.5195,71.94,83,20,6.91,PT,Fri Aug  4 04:07:59 2023
350,noosa heads,-26.4001,153.091,70.81,59,79,13.65,AU,Fri Aug  4 04:07:59 2023
351,port isabel,26.0734,-97.2086,86.04,82,0,17.27,US,Fri Aug  4 04:07:06 2023
352,hirara,24.9264,125.2411,80.42,90,100,50.2,JP,Fri Aug  4 04:08:00 2023
353,bandarbeyla,9.4953,50.8128,80.89,59,95,30.42,SO,Fri Aug  4 04:08:01 2023
354,revda,56.8001,59.9087,67.96,71,100,2.8,RU,Fri Aug  4 03:59:18 2023
355,usogorsk,63.4295,48.7062,73.56,56,59,3.58,RU,Fri Aug  4 04:08:01 2023
356,mejit,10.2843,170.8699,83.41,76,63,13.85,MH,Fri Aug  4 04:08:02 2023
357,bahia de caraquez,0.155,-76.5523,74.61,83,100,1.77,EC,Fri Aug  4 04:08:03 2023
358,encarnacion de diaz,21.5266,-102.2399,70.47,68,91,15.7,MX,Fri Aug  4 04:08:04 2023
359,selfoss,63.9368,-21.0035,46.15,87,79,4.09,IS,Fri Aug  4 04:08:04 2023
360,olsztyn,53.7767,20.4778,57.54,75,2,11.63,PL,Fri Aug  4 04:08:05 2023
361,pizarro,4.9538,-77.3668,80.01,85,100,4.27,CO,Fri Aug  4 04:08:07 2023
362,bodo,67.2844,14.3817,54.84,97,20,0.0,NO,Fri Aug  4 04:08:08 2023
363,megion,61.0354,76.1082,77.0,63,100,10.38,RU,Fri Aug  4 04:08:08 2023
364,vredendal,-31.6794,18.4922,54.45,51,100,3.89,ZA,Fri Aug  4 04:08:09 2023
365,pasighat,28.059,95.3325,76.71,98,100,1.95,IN,Fri Aug  4 04:08:09 2023
366,east ballina,-28.8596,153.5833,65.66,67,91,8.52,AU,Fri Aug  4 04:08:10 2023
367,interlaken,46.6855,7.8585,61.68,81,71,1.23,CH,Fri Aug  4 04:08:10 2023
368,aykhal,65.9516,111.4918,46.85,72,100,11.43,RU,Fri Aug  4 04:08:11 2023
369,wagar,33.8568,75.2613,74.75,70,17,5.14,IN,Fri Aug  4 04:08:12 2023
370,cacequi,-29.8838,-54.8273,61.05,97,12,8.08,BR,Fri Aug  4 04:08:13 2023
371,luderitz,-26.65,15.1573,55.47,70,45,7.05,NA,Fri Aug  4 04:08:13 2023
372,koumra,8.9189,17.5478,70.66,97,100,3.58,TD,Fri Aug  4 04:08:14 2023
373,yeniseysk,58.4532,92.1748,77.59,44,0,4.99,RU,Fri Aug  4 04:08:14 2023
374,tulun,54.5621,100.5792,77.67,55,24,1.07,RU,Fri Aug  4 04:08:15 2023
375,inda silase,14.1024,38.2825,60.55,85,48,1.19,ET,Fri Aug  4 04:08:15 2023
376,kudymkar,59.0146,54.6641,68.58,71,98,3.2,RU,Fri Aug  4 04:08:16 2023
377,sanchursk,56.9404,47.2527,69.12,76,1,2.91,RU,Fri Aug  4 04:08:16 2023
378,laguna de perlas,12.3428,-83.6714,79.34,90,21,8.34,NI,Fri Aug  4 04:08:16 2023
379,mana,43.0818,0.9505,56.95,95,66,6.11,FR,Fri Aug  4 04:08:17 2023
380,celestun,20.8604,-90.3994,81.41,75,23,7.9,MX,Fri Aug  4 04:08:17 2023
381,zhosaly,45.484,64.0849,89.47,28,43,11.25,KZ,Fri Aug  4 04:08:18 2023
382,sabang,5.8927,95.3226,82.94,75,80,14.45,ID,Fri Aug  4 04:08:18 2023
383,kalmunai,7.4132,81.8269,88.77,54,67,1.99,LK,Fri Aug  4 04:08:18 2023
384,kulmbach,50.1008,11.4479,61.0,92,88,2.91,DE,Fri Aug  4 04:08:19 2023
385,van wert,40.8697,-93.793,71.46,80,100,2.64,US,Fri Aug  4 04:08:19 2023
386,guerrero negro,27.971,-114.0364,70.86,70,0,15.5,MX,Fri Aug  4 04:08:20 2023
387,fort-shevchenko,44.5086,50.2619,84.27,45,31,24.49,KZ,Fri Aug  4 04:08:20 2023
388,sokoni,-3.4068,36.6782,55.87,82,100,4.07,TZ,Fri Aug  4 04:08:20 2023
389,taltal,-25.4078,-70.4858,59.27,85,13,1.88,CL,Fri Aug  4 04:08:21 2023
390,santa luzia,-19.7702,-43.8505,65.3,52,0,3.11,BR,Fri Aug  4 04:08:21 2023
391,gaspe,48.6581,-65.7528,56.88,78,100,8.46,CA,Fri Aug  4 04:08:22 2023
392,kwadukuza,-29.3384,31.2881,54.95,54,0,6.85,ZA,Fri Aug  4 04:08:22 2023
393,mineros,-17.1259,-63.2315,70.23,45,0,4.5,BO,Fri Aug  4 04:08:23 2023
394,mirnyy,62.5411,113.9786,69.01,50,100,10.04,RU,Fri Aug  4 04:08:23 2023
395,petropavlovsk-kamchatsky,53.02,158.6471,66.31,74,76,13.24,RU,Fri Aug  4 03:59:14 2023
396,cold lake,54.4605,-110.1929,64.26,72,20,5.75,CA,Fri Aug  4 04:08:24 2023
397,kawant,22.0932,74.0505,76.86,89,100,7.45,IN,Fri Aug  4 04:08:24 2023
398,kandahar,31.6206,65.7158,90.61,10,0,5.21,AF,Fri Aug  4 04:08:25 2023
399,myrina,39.8754,25.0634,71.55,78,0,0.0,GR,Fri Aug  4 04:08:25 2023
400,la passe,46.2035,-1.4601,62.94,82,27,19.17,FR,Fri Aug  4 04:08:26 2023
401,tralee,52.2693,-9.7054,53.71,90,93,4.9,IE,Fri Aug  4 04:08:26 2023
402,fort bragg,35.1403,-79.1541,74.86,81,100,6.91,US,Fri Aug  4 04:08:26 2023
403,fortaleza,-3.7305,-38.5218,80.58,74,40,17.27,BR,Fri Aug  4 04:08:27 2023
404,mansa,-11.2007,28.8894,53.26,70,0,8.66,ZM,Fri Aug  4 04:08:27 2023
405,buala,-8.1455,159.593,81.39,80,100,1.48,SB,Fri Aug  4 04:08:27 2023
406,tacuarembo,-31.711,-55.9789,49.59,81,26,6.64,UY,Fri Aug  4 04:08:29 2023
407,cestos city,5.4522,-9.5817,76.71,87,95,7.7,LR,Fri Aug  4 04:08:29 2023
408,puerto asis,0.8875,-69.9795,72.09,95,57,2.1,CO,Fri Aug  4 04:08:30 2023
409,chegdomyn,51.1345,133.0356,75.92,33,98,3.42,RU,Fri Aug  4 04:08:30 2023
410,altdorf,46.8821,8.6414,62.42,82,100,1.97,CH,Fri Aug  4 04:08:31 2023
411,ploudalmezeau,48.541,-4.6577,60.37,88,56,17.16,FR,Fri Aug  4 04:08:32 2023
412,balabac,7.9865,117.0647,86.45,67,76,6.69,PH,Fri Aug  4 04:08:32 2023
413,asifabad,19.3593,79.296,82.51,75,81,14.88,IN,Fri Aug  4 04:08:32 2023
414,touros,-5.1999,-35.4595,72.7,80,3,13.91,BR,Fri Aug  4 04:08:33 2023
415,kolonia,50.94,6.96,59.54,87,40,5.75,DE,Fri Aug  4 04:00:26 2023
416,olonets,60.9793,32.9749,63.68,96,100,6.96,RU,Fri Aug  4 04:08:33 2023
417,bubaque,11.2997,-15.8335,79.16,83,100,5.91,GW,Fri Aug  4 04:08:34 2023
418,vadso,70.2267,29.7828,64.15,88,0,6.91,NO,Fri Aug  4 04:08:34 2023
419,beyneu,45.3214,55.1862,87.31,28,87,12.77,KZ,Fri Aug  4 04:08:34 2023
420,opuwo,-18.055,13.8387,54.34,25,2,3.0,NA,Fri Aug  4 04:08:35 2023
421,sola,37.57,126.98,96.3,58,40,8.05,KR,Fri Aug  4 04:04:52 2023
422,bridgewater,41.9904,-70.975,69.13,83,0,3.44,US,Fri Aug  4 04:08:36 2023
423,pauini,-7.7122,-66.9998,79.29,56,49,2.04,BR,Fri Aug  4 04:08:36 2023
424,rio preto da eva,-2.6991,-59.7012,73.45,86,67,1.14,BR,Fri Aug  4 04:08:36 2023
425,chudniv,50.0524,28.1154,66.15,76,26,3.22,UA,Fri Aug  4 04:08:37 2023
426,raduzhny,62.1353,77.4626,79.36,36,6,7.36,RU,Fri Aug  4 04:08:37 2023
427,chernyshevskiy,63.0156,112.4642,55.29,88,100,8.46,RU,Fri Aug  4 04:08:37 2023
428,arar,30.9816,41.0165,84.33,22,0,11.9,SA,Fri Aug  4 04:08:38 2023
429,constantia,44.1767,28.6508,74.25,79,0,6.67,RO,Fri Aug  4 04:08:38 2023
430,ponta delgada,37.7394,-25.6684,72.32,83,20,6.91,PT,Fri Aug  4 04:08:38 2023
431,sault ste. marie,46.5239,-84.3201,64.36,88,0,5.75,CA,Fri Aug  4 04:08:39 2023
432,swakopmund,-22.6768,14.5314,54.93,87,15,3.0,NA,Fri Aug  4 04:08:39 2023
433,flying fish cove,-10.4213,105.6744,79.23,88,100,14.97,CX,Fri Aug  4 04:08:39 2023
434,anapa,44.8943,37.3169,75.6,83,0,0.0,RU,Fri Aug  4 04:08:40 2023
435,keflavik,63.9998,-22.5565,50.43,87,75,5.75,IS,Fri Aug  4 03:59:12 2023
436,qinggang,46.6854,126.1036,65.93,96,100,10.16,CN,Fri Aug  4 04:08:40 2023
437,lensk,60.7145,114.9172,79.5,35,100,7.07,RU,Fri Aug  4 04:08:41 2023
438,tyukhtet,56.5398,89.3115,77.99,49,99,6.69,RU,Fri Aug  4 04:08:41 2023
439,kimbe,-5.5563,150.153,83.93,66,100,10.42,PG,Fri Aug  4 04:08:41 2023
440,hasaki,35.753,140.8201,101.3,72,39,18.7,JP,Fri Aug  4 04:08:42 2023
441,kargasok,59.0598,80.8709,76.08,66,93,7.65,RU,Fri Aug  4 04:08:42 2023
442,flagstaff,35.1988,-111.6518,74.86,48,0,1.99,US,Fri Aug  4 04:08:42 2023
443,dubbo,-32.2479,148.6027,69.96,43,40,12.66,AU,Fri Aug  4 04:08:43 2023
444,amlapura,-8.4464,115.6136,81.64,68,26,10.07,ID,Fri Aug  4 04:08:43 2023
445,nantucket,41.3157,-70.009,69.78,77,0,10.36,US,Fri Aug  4 04:08:43 2023
446,vershino-darasunskiy,52.366,115.5509,74.95,27,100,6.2,RU,Fri Aug  4 04:08:44 2023
447,nuku'alofa,-21.1343,-175.2018,71.94,68,75,13.8,TO,Fri Aug  4 04:08:44 2023
448,les cayes,18.1944,-73.7512,79.65,86,28,2.73,HT,Fri Aug  4 04:08:44 2023
449,holualoa,19.6238,-155.9536,80.19,81,40,13.8,US,Fri Aug  4 04:08:45 2023
450,shalkar,47.8273,59.6159,84.29,34,23,9.57,KZ,Fri Aug  4 04:08:45 2023
451,vila velha,-20.3297,-40.292,66.94,91,0,3.44,BR,Fri Aug  4 04:08:45 2023
452,manado,1.4901,124.8409,92.25,52,40,8.05,ID,Fri Aug  4 04:08:45 2023
453,siuna,13.7344,-84.7779,74.34,98,79,3.18,NI,Fri Aug  4 04:08:46 2023
454,dieppe,49.9246,1.0791,59.43,80,100,3.11,FR,Fri Aug  4 04:08:46 2023
455,gorontalo,0.5384,123.0595,88.41,62,19,9.4,ID,Fri Aug  4 04:08:46 2023
456,marka,60.0403,10.671,53.73,95,99,4.18,NO,Fri Aug  4 04:08:47 2023
457,oued el alleug,36.5558,2.7896,74.84,85,8,3.74,DZ,Fri Aug  4 04:08:47 2023
458,sinjai,-5.2007,120.1442,79.14,82,64,4.38,ID,Fri Aug  4 04:08:47 2023
459,nangomba,-10.9027,38.5161,64.99,72,1,3.42,TZ,Fri Aug  4 04:08:48 2023
460,nova vicosa,-17.8908,-39.3725,68.76,90,0,7.63,BR,Fri Aug  4 04:08:48 2023
461,soanierana ivongo,-16.9203,49.5854,70.74,89,84,13.91,MG,Fri Aug  4 04:08:48 2023
462,kavaratti,10.5672,72.6395,82.67,78,6,17.92,IN,Fri Aug  4 04:08:49 2023
463,rongelap,11.1629,166.8943,80.06,82,100,8.99,MH,Fri Aug  4 04:08:49 2023
464,kiunga,-6.116,141.2982,84.06,62,99,4.85,PG,Fri Aug  4 04:08:49 2023
465,yanjiang,30.1248,104.6468,85.68,71,88,1.97,CN,Fri Aug  4 04:08:50 2023
466,dongola,19.1729,30.4732,88.32,48,9,8.84,SD,Fri Aug  4 04:08:50 2023
467,jatiwangi,-6.7345,108.2554,92.88,40,0,5.19,ID,Fri Aug  4 04:08:50 2023
468,al lagowa,11.4026,29.1267,71.13,93,99,4.5,SD,Fri Aug  4 04:08:51 2023
469,walvis bay,-22.9543,14.5075,55.09,93,2,4.56,NA,Fri Aug  4 04:08:51 2023
470,yanchep,-31.5499,115.6257,60.73,49,1,5.99,AU,Fri Aug  4 04:08:51 2023
471,uyar,55.81,94.3278,75.11,60,47,6.2,RU,Fri Aug  4 04:08:52 2023
472,perryton,36.391,-100.8059,75.15,43,0,4.61,US,Fri Aug  4 04:08:52 2023
473,queenstown,-45.0322,168.661,42.93,100,100,3.98,NZ,Fri Aug  4 03:59:13 2023
474,tonekabon,36.8154,50.8787,80.58,78,48,1.83,IR,Fri Aug  4 04:08:52 2023
475,thunder bay,48.4064,-89.2598,61.14,85,6,5.59,CA,Fri Aug  4 04:08:53 2023
476,vernon,49.0918,1.4887,60.44,94,100,5.84,FR,Fri Aug  4 04:08:54 2023
477,beau vallon,-20.4298,57.7118,73.4,75,27,21.47,MU,Fri Aug  4 04:08:54 2023
478,el daein,11.4612,26.1311,75.2,85,98,5.91,SD,Fri Aug  4 04:08:54 2023
479,porto novo,6.4991,2.6253,74.03,87,60,5.5,BJ,Fri Aug  4 04:08:55 2023
480,lhokseumawe,5.179,97.1481,86.88,61,99,3.71,ID,Fri Aug  4 04:08:55 2023
481,nemuro,43.3301,145.5829,69.17,88,86,18.9,JP,Fri Aug  4 04:08:55 2023
482,essaouira,31.5118,-9.7621,67.37,83,0,21.03,MA,Fri Aug  4 04:08:56 2023
483,fada,9.5986,8.4422,63.09,99,100,2.3,NG,Fri Aug  4 04:08:56 2023
484,gueltat zemmour,25.1488,-12.3695,72.18,55,0,21.03,MR,Fri Aug  4 04:08:56 2023
485,qasr-e qand,26.2315,60.7473,86.49,67,43,3.78,IR,Fri Aug  4 04:08:57 2023
486,cable beach,-17.9328,122.2137,85.95,32,1,5.75,AU,Fri Aug  4 04:08:57 2023
487,massawa,15.6032,39.4637,94.73,45,42,4.0,ER,Fri Aug  4 04:08:58 2023
488,kragujevac,44.013,20.9193,64.8,63,0,4.9,RS,Fri Aug  4 04:08:58 2023
489,tchintabaraden,15.8983,5.8036,85.62,46,100,13.56,NE,Fri Aug  4 04:08:58 2023
490,oyon,42.5066,-2.4358,59.79,59,0,14.97,ES,Fri Aug  4 04:08:59 2023
491,qarqaraly,49.4124,75.4705,75.81,36,96,4.76,KZ,Fri Aug  4 04:08:59 2023
492,novaya igirma,57.1442,103.9241,72.93,47,98,1.77,RU,Fri Aug  4 04:08:59 2023
493,sitka,57.0525,-135.3376,64.22,72,20,3.44,US,Fri Aug  4 04:08:36 2023
494,preobrazheniye,42.9015,133.8988,70.27,82,100,12.91,RU,Fri Aug  4 04:09:00 2023
495,pathalgaon,22.5566,83.4586,70.97,97,100,9.33,IN,Fri Aug  4 04:09:00 2023
496,las veredas,23.1388,-109.7075,88.97,66,0,4.61,MX,Fri Aug  4 04:09:01 2023
497,chul'man,56.8404,124.9047,70.3,43,0,1.7,RU,Fri Aug  4 04:09:01 2023
498,paramonga,-10.6752,-77.8185,65.53,82,55,6.82,PE,Fri Aug  4 04:09:01 2023
499,santa cruz de bezana,43.4429,-3.9048,65.66,80,75,10.0,ES,Fri Aug  4 04:09:02 2023
500,dili,28.6517,77.2219,84.31,84,75,4.61,IN,Fri Aug  4 04:07:01 2023
501,okanagan,49.3756,-119.4075,59.52,39,5,4.59,CA,Fri Aug  4 04:09:03 2023
502,satupa'itea,-13.7665,-172.3267,86.0,75,5,14.09,WS,Fri Aug  4 04:09:03 2023
503,awjilah,29.1403,21.2975,79.75,43,0,4.47,LY,Fri Aug  4 04:09:03 2023
504,malvan,16.0606,73.4669,80.87,82,86,16.73,IN,Fri Aug  4 04:09:04 2023
505,burley,42.5357,-113.7928,67.3,68,0,6.91,US,Fri Aug  4 04:09:04 2023
506,salto,-23.199,-47.2914,65.7,61,0,6.46,BR,Fri Aug  4 04:06:04 2023
507,shakawe,-18.3633,21.8398,49.24,70,0,5.14,BW,Fri Aug  4 04:09:05 2023
508,kayes,14.4434,-11.4379,82.27,69,0,10.6,ML,Fri Aug  4 04:09:05 2023
509,itoman,26.106,127.6861,84.18,89,75,34.52,JP,Fri Aug  4 04:09:06 2023
510,traralgon,-38.1946,146.5382,69.67,42,100,9.91,AU,Fri Aug  4 04:09:06 2023
511,nenjiang,49.1735,125.2312,59.43,92,100,13.94,CN,Fri Aug  4 04:09:07 2023
512,koshekhabl',44.8965,40.4964,68.72,77,1,1.9,RU,Fri Aug  4 04:09:07 2023
513,okhotsk,59.3644,143.2411,70.43,41,100,6.67,RU,Fri Aug  4 04:09:08 2023
514,canutama,-6.533,-64.3835,73.78,87,96,2.51,BR,Fri Aug  4 04:09:08 2023
515,mbanza-ngungu,-5.25,14.8667,64.92,79,4,6.24,CD,Fri Aug  4 04:09:08 2023
516,abyek,36.0417,50.5321,78.89,28,26,4.05,IR,Fri Aug  4 04:09:09 2023
517,alto araguaia,-17.3157,-53.2169,64.9,40,0,3.36,BR,Fri Aug  4 04:09:09 2023
518,thinadhoo,0.5326,72.9971,82.24,75,59,7.02,MV,Fri Aug  4 04:09:09 2023
519,noumea,-22.2745,166.4424,70.05,99,100,16.6,NC,Fri Aug  4 04:09:10 2023
520,zeya,53.7404,127.2716,76.05,29,99,6.53,RU,Fri Aug  4 04:09:10 2023
521,phrai bueng,14.7544,104.361,77.54,89,100,11.7,TH,Fri Aug  4 04:09:11 2023
522,san jose de las matas,19.3404,-70.9363,74.59,92,100,3.62,DO,Fri Aug  4 04:09:11 2023
523,nizhniy kuranakh,58.8191,125.5293,71.22,42,4,7.58,RU,Fri Aug  4 04:09:11 2023
524,griffith,-34.2871,146.0551,74.98,39,50,18.37,AU,Fri Aug  4 04:09:12 2023
525,leirvik,59.7809,5.5006,61.63,81,92,18.12,NO,Fri Aug  4 04:09:12 2023
526,kandi,11.1311,2.9322,73.15,94,75,5.61,BJ,Fri Aug  4 04:09:12 2023
527,piton saint-leu,-21.2172,55.3081,69.03,88,100,14.97,RE,Fri Aug  4 04:09:13 2023
528,lhasa,29.6554,91.1705,60.06,74,100,2.06,CN,Fri Aug  4 04:09:13 2023
529,arboletes,8.8528,-76.4273,81.05,89,47,8.37,CO,Fri Aug  4 04:09:14 2023
530,ghadamis,30.1258,9.4901,90.01,15,0,8.99,LY,Fri Aug  4 04:09:14 2023
531,bel ombre,-4.6194,55.4113,76.33,78,75,17.27,SC,Fri Aug  4 04:09:14 2023
532,caleta de carquin,-11.0918,-77.6283,65.35,81,40,7.74,PE,Fri Aug  4 04:09:15 2023
533,belfast,54.5964,-5.9302,53.49,83,75,4.61,GB,Fri Aug  4 04:09:15 2023
534,hanceville,34.0623,-86.7627,73.65,77,98,1.9,US,Fri Aug  4 04:09:16 2023
535,kirensk,57.7764,108.1163,68.22,54,100,2.1,RU,Fri Aug  4 04:09:16 2023
536,rundu,-17.9137,19.7673,50.68,56,0,6.38,NA,Fri Aug  4 04:09:17 2023
537,ar rutbah,33.0372,40.2859,80.91,32,0,14.23,IQ,Fri Aug  4 04:09:17 2023
538,bardai,21.355,17.0005,82.53,36,44,4.07,TD,Fri Aug  4 04:09:18 2023
539,panagyurishte,42.5043,24.1888,68.4,60,0,2.48,BG,Fri Aug  4 04:09:18 2023
540,la mira,18.035,-102.3266,79.7,85,100,2.93,MX,Fri Aug  4 04:09:18 2023
541,mkuranga,-7.1199,39.2115,65.17,97,77,5.93,TZ,Fri Aug  4 04:09:19 2023
542,marsh harbour,26.5383,-77.061,82.99,72,33,13.73,BS,Fri Aug  4 04:09:19 2023
543,takikawa,43.5578,141.9104,83.35,75,95,9.69,JP,Fri Aug  4 04:09:19 2023
